"DATE","TIME PERIOD","AAA yield curve - Beta 0 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA0)","AAA yield curve - Beta 1 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA1)","AAA yield curve - Beta 2 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA2)","AAA yield curve - Beta 3 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA3)","AAA yield curve - Tau 1 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.TAU1)","AAA yield curve - Tau 2 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.TAU2)"
"2009-02-20","20 Feb 2009","0.484488","0.611910","12.411327","-1.557393","11.693499","0.680821"
"2009-02-23","23 Feb 2009","0.561396","0.574944","12.155215","-1.625922","12.091982","0.582312"
"2009-02-24","24 Feb 2009","0.495785","0.593871","12.229438","-1.662152","11.942538","0.639375"
"2009-02-25","25 Feb 2009","0.010000","1.059936","13.125636","-1.724666","12.330681","0.641185"
"2009-02-26","26 Feb 2009","0.090963","1.092117","13.104750","-2.023181","12.293848","0.493965"
"2009-02-27","27 Feb 2009","0.010000","1.177409","13.108592","-2.128619","12.427838","0.508347"
"2009-03-02","02 Mar 2009","0.010000","1.035326","13.401029","-1.797628","12.130187","0.618450"
"2009-03-03","03 Mar 2009","0.010000","0.974808","13.605726","-1.757791","11.967500","0.617101"
"2009-03-04","04 Mar 2009","0.120582","0.848218","13.783238","-1.847951","11.942956","0.652294"
"2009-03-05","05 Mar 2009","0.010000","0.969088","13.554402","-1.789658","12.133248","0.607814"
"2009-03-06","06 Mar 2009","0.010000","0.972357","13.298697","-1.737802","12.131017","0.560345"
"2009-03-09","09 Mar 2009","0.010000","1.021045","13.027150","-1.698185","12.233239","0.470289"
"2009-03-10","10 Mar 2009","0.063439","1.080376","12.890214","-2.105634","12.209491","0.458257"
"2009-03-11","11 Mar 2009","0.157815","1.034822","12.953076","-2.117553","12.237910","0.436467"
"2009-03-12","12 Mar 2009","0.190561","1.012207","12.769027","-2.250229","12.537831","0.454509"
"2009-03-13","13 Mar 2009","0.365183","0.915696","12.667798","-2.518583","12.899081","0.431070"
"2009-03-16","16 Mar 2009","0.411746","0.859737","12.718633","-2.567496","12.911908","0.431045"
"2009-03-17","17 Mar 2009","0.455607","0.853799","12.779350","-2.714659","12.836146","0.424768"
"2009-03-18","18 Mar 2009","0.374406","0.973902","12.772862","-2.906589","12.557792","0.417442"
"2009-03-19","19 Mar 2009","0.439590","1.002578","12.160371","-3.162998","12.966783","0.400861"
"2009-03-20","20 Mar 2009","0.448191","0.914281","12.123030","-3.015360","13.131495","0.427257"
"2009-03-23","23 Mar 2009","0.385779","0.928211","12.231932","-2.797772","12.853373","0.421988"
"2009-03-24","24 Mar 2009","0.504004","0.837430","12.278298","-2.762483","12.951787","0.402684"
"2009-03-25","25 Mar 2009","0.596257","0.820355","12.061914","-3.014210","13.187397","0.388440"
"2009-03-26","26 Mar 2009","0.629752","0.835045","11.864827","-3.170496","13.317550","0.380041"
"2009-03-27","27 Mar 2009","0.404921","0.808519","12.311518","-2.518346","12.415006","0.436480"
"2009-03-30","30 Mar 2009","0.393998","0.677390","12.511194","-2.161937","12.163877","0.457363"
"2009-03-31","31 Mar 2009","0.367323","0.707583","12.478701","-2.214965","12.126097","0.468643"
"2009-04-01","01 Apr 2009","0.437940","0.609607","12.499699","-2.206165","12.248839","0.450916"
"2009-04-02","02 Apr 2009","0.572223","0.729634","12.149885","-2.782189","12.761410","0.394371"
"2009-04-03","03 Apr 2009","0.553571","0.720594","12.213240","-2.561346","12.618114","0.345560"
"2009-04-06","06 Apr 2009","0.694251","0.690287","11.966198","-2.971950","13.098254","0.314582"
"2009-04-07","07 Apr 2009","0.673869","0.638254","12.151275","-2.868907","12.899256","0.332795"
"2009-04-08","08 Apr 2009","0.561235","0.648601","12.385650","-2.529156","12.441509","0.344077"
"2009-04-09","09 Apr 2009","0.617992","0.516621","12.588000","-2.220431","12.226041","0.361167"
"2009-04-14","14 Apr 2009","0.588321","0.443415","12.630253","-1.858052","12.168328","0.387440"
"2009-04-15","15 Apr 2009","0.620105","0.352415","12.633715","-1.681292","12.300334","0.416591"
"2009-04-16","16 Apr 2009","0.608744","0.427963","12.618802","-1.741775","12.226347","0.407550"
"2009-04-17","17 Apr 2009","0.575678","0.459334","12.678894","-1.552163","12.069116","0.410645"
"2009-04-20","20 Apr 2009","0.527278","0.453998","12.666000","-1.308582","12.051964","0.475694"
"2009-04-21","21 Apr 2009","0.518565","0.472328","12.486837","-1.350466","12.234051","0.448053"
"2009-04-22","22 Apr 2009","0.551718","0.563760","12.355780","-1.741388","12.388229","0.405339"
"2009-04-23","23 Apr 2009","0.504184","0.612931","12.329581","-1.875725","12.283026","0.383983"
"2009-04-24","24 Apr 2009","0.500433","0.524566","12.535958","-1.706393","12.032473","0.408210"
"2009-04-27","27 Apr 2009","0.499294","0.463870","12.500005","-1.562443","12.141346","0.449361"
"2009-04-28","28 Apr 2009","0.451126","0.470686","12.603794","-1.487650","11.944227","0.448935"
"2009-04-29","29 Apr 2009","0.407448","0.483542","12.668664","-1.466225","11.824187","0.448592"
"2009-04-30","30 Apr 2009","0.356674","0.563365","12.639161","-1.533934","11.728054","0.427802"
"2009-05-04","04 May 2009","0.485745","0.487852","12.571486","-1.743918","12.028010","0.422518"
"2009-05-05","05 May 2009","0.456850","0.520167","12.534576","-1.754813","12.015891","0.417250"
"2009-05-06","06 May 2009","0.490495","0.428201","12.640555","-1.655182","11.902359","0.441495"
"2009-05-07","07 May 2009","0.639701","0.434067","12.634661","-2.273152","11.924900","0.404490"
"2009-05-08","08 May 2009","0.721295","0.240290","12.864048","-2.038298","11.720781","0.476713"
"2009-05-11","11 May 2009","0.675782","0.248506","12.780911","-1.870277","11.752019","0.500397"
"2009-05-12","12 May 2009","0.698294","0.256972","12.781266","-1.899920","11.742012","0.473753"
"2009-05-13","13 May 2009","0.764394","0.044640","12.897274","-1.561481","11.800877","0.530094"
"2009-05-14","14 May 2009","0.768273","0.047471","12.905597","-1.577782","11.783249","0.527010"
"2009-05-15","15 May 2009","0.730665","0.118671","12.942723","-1.786144","11.568449","0.535332"
"2009-05-18","18 May 2009","0.744889","0.092072","12.957224","-1.822832","11.570409","0.545671"
"2009-05-19","19 May 2009","0.759366","0.162351","12.958847","-1.935904","11.464973","0.559862"
"2009-05-20","20 May 2009","0.825693","0.189580","12.706167","-1.987500","11.745530","0.509337"
"2009-05-21","21 May 2009","0.833975","0.151607","12.681012","-1.956106","11.794020","0.584703"
"2009-05-22","22 May 2009","0.896559","0.057790","12.860941","-1.865964","11.405975","0.598202"
"2009-05-25","25 May 2009","1.007241","0.097234","12.602613","-2.157514","11.588390","0.468844"
"2009-05-26","26 May 2009","3.515386","-2.482455","7.584363","-2.105344","8.428902","0.541275"
"2009-05-27","27 May 2009","3.501646","-2.480569","7.704023","-2.068571","8.214588","0.549198"
"2009-05-28","28 May 2009","3.458370","-2.498206","7.945903","-1.971271","7.987642","0.596734"
"2009-05-29","29 May 2009","3.444350","-2.514585","8.055081","-2.100925","7.879495","0.663349"
"2009-06-01","01 Jun 2009","2.696914","-1.710898","9.762941","-2.172089","9.107316","0.596985"
"2009-06-02","02 Jun 2009","2.743103","-1.772769","9.802486","-2.189082","9.125379","0.643633"
"2009-06-03","03 Jun 2009","2.607899","-1.642218","9.683248","-2.174623","9.073752","0.683752"
"2009-06-04","04 Jun 2009","2.648152","-1.628366","9.650654","-2.061758","8.918924","0.611482"
"2009-06-05","05 Jun 2009","2.641067","-1.555423","9.466919","-1.972826","8.817593","0.479492"
"2009-06-08","08 Jun 2009","3.448190","-2.367442","7.498754","-1.892433","7.591672","0.483466"
"2009-06-09","09 Jun 2009","3.460205","-2.351402","7.340613","-2.037197","7.566430","0.481670"
"2009-06-10","10 Jun 2009","3.489215","-2.399008","7.376535","-2.086257","7.528183","0.469776"
"2009-06-11","11 Jun 2009","3.579971","-2.512124","7.451624","-2.075485","7.519425","0.415970"
"2009-06-12","12 Jun 2009","3.586534","-2.526975","7.221832","-2.109658","7.630277","0.418877"
"2009-06-15","15 Jun 2009","3.657028","-2.481573","6.880323","-2.449534","7.973452","0.428743"
"2009-06-16","16 Jun 2009","3.698816","-2.580815","6.926323","-2.266271","8.024835","0.441795"
"2009-06-17","17 Jun 2009","3.705673","-2.691721","7.003389","-2.035584","7.991375","0.492175"
"2009-06-18","18 Jun 2009","3.715993","-2.768793","7.184537","-1.985756","7.731417","0.487425"
"2009-06-19","19 Jun 2009","3.814807","-2.812424","7.084665","-2.149191","7.931128","0.500859"
"2009-06-22","22 Jun 2009","3.711967","-2.769591","7.051676","-2.021945","7.885226","0.532273"
"2009-06-23","23 Jun 2009","3.750236","-2.758461","6.993326","-2.133809","8.022546","0.486534"
"2009-06-24","24 Jun 2009","3.776255","-2.920143","7.129457","-2.024988","7.932942","0.508191"
"2009-06-25","25 Jun 2009","3.758278","-3.023346","7.292261","-1.756939","7.922190","0.545338"
"2009-06-26","26 Jun 2009","3.676330","-2.968836","7.370476","-1.616534","7.929906","0.606279"
"2009-06-29","29 Jun 2009","3.648067","-2.888858","7.261840","-1.533203","8.100395","0.575736"
"2009-06-30","30 Jun 2009","3.591732","-2.912693","7.408023","-1.318517","7.862641","0.541632"
"2009-07-01","01 Jul 2009","3.574808","-2.847601","7.404769","-1.522897","7.906118","0.591599"
"2009-07-02","02 Jul 2009","3.546293","-2.884952","7.458548","-1.642218","7.903790","0.640573"
"2009-07-03","03 Jul 2009","2.716476","-2.036322","9.231509","-1.685559","8.861195","0.605166"
"2009-07-06","06 Jul 2009","2.664082","-1.989557","9.207030","-1.717566","8.833761","0.625092"
"2009-07-07","07 Jul 2009","2.693664","-2.001270","9.168872","-1.795677","8.922286","0.573532"
"2009-07-08","08 Jul 2009","2.702608","-2.089917","9.247097","-1.596958","8.792770","0.572379"
"2009-07-09","09 Jul 2009","2.682602","-2.077027","9.232139","-1.542153","8.748231","0.531522"
"2009-07-10","10 Jul 2009","2.696365","-2.125959","9.187624","-1.436535","8.887993","0.538806"
"2009-07-13","13 Jul 2009","1.433853","-0.835116","11.488094","-1.473798","10.031726","0.512336"
"2009-07-14","14 Jul 2009","1.440748","-0.780209","11.460308","-1.672418","9.898564","0.463282"
"2009-07-15","15 Jul 2009","1.482887","-0.824003","11.478468","-1.642398","9.948528","0.416876"
"2009-07-16","16 Jul 2009","1.493176","-0.890221","11.558697","-1.605084","9.874808","0.440836"
"2009-07-17","17 Jul 2009","1.564281","-0.950912","11.579333","-1.644319","9.943804","0.402471"
"2009-07-20","20 Jul 2009","1.668709","-0.891278","11.285775","-2.120224","10.225195","0.357607"
"2009-07-21","21 Jul 2009","1.686876","-0.924717","11.256699","-2.084300","10.309242","0.362722"
"2009-07-22","22 Jul 2009","1.695339","-0.961159","11.215356","-1.964941","10.412341","0.361900"
"2009-07-23","23 Jul 2009","1.707570","-0.981052","11.206724","-1.930070","10.446746","0.361259"
"2009-07-24","24 Jul 2009","1.728237","-0.925500","11.046571","-2.131383","10.381537","0.346298"
"2009-07-27","27 Jul 2009","1.849605","-0.883842","10.711721","-2.631056","10.607598","0.312972"
"2009-07-28","28 Jul 2009","1.794505","-0.843848","10.617233","-2.553979","10.635513","0.333477"
"2009-07-29","29 Jul 2009","1.754222","-0.814728","10.547102","-2.526003","10.660817","0.327330"
"2009-07-30","30 Jul 2009","1.746555","-0.769190","10.381616","-2.666735","10.652319","0.319662"
"2009-07-31","31 Jul 2009","1.631172","-0.680722","10.250380","-2.574592","10.661665","0.337369"
"2009-08-03","03 Aug 2009","1.649894","-0.683441","10.237542","-2.575780","10.661391","0.316295"
"2009-08-04","04 Aug 2009","1.674372","-0.617569","10.028125","-2.809166","10.745603","0.308583"
"2009-08-05","05 Aug 2009","1.612516","-0.500458","9.982258","-2.907007","10.607135","0.281806"
"2009-08-06","06 Aug 2009","1.659865","-0.437940","9.729766","-3.287581","10.693208","0.276106"
"2009-08-07","07 Aug 2009","1.780210","-0.408013","9.470948","-3.787580","10.787561","0.263485"
"2009-08-10","10 Aug 2009","1.795235","-0.430072","9.467601","-3.770513","10.804376","0.264433"
"2009-08-11","11 Aug 2009","3.963725","-3.045215","5.039481","-2.445125","6.803188","0.285703"
"2009-08-12","12 Aug 2009","3.988322","-3.078945","5.107469","-2.481780","6.707385","0.296481"
"2009-08-13","13 Aug 2009","3.994561","-3.164188","5.108973","-2.316243","6.699539","0.310077"
"2009-08-14","14 Aug 2009","3.960504","-3.245464","5.192471","-1.947338","6.772140","0.320752"
"2009-08-17","17 Aug 2009","3.907090","-3.213930","5.186861","-1.845671","6.755765","0.321005"
"2009-08-18","18 Aug 2009","3.904659","-3.208619","5.180999","-1.823613","6.762396","0.310306"
"2009-08-19","19 Aug 2009","3.855394","-3.192462","5.204870","-1.738430","6.748509","0.328700"
"2009-08-20","20 Aug 2009","3.362495","-2.569149","6.427136","-2.118186","7.898284","0.313367"
"2009-08-21","21 Aug 2009","3.458386","-2.398214","5.945837","-2.925450","8.121483","0.298797"
"2009-08-24","24 Aug 2009","3.471521","-2.425898","6.000797","-2.925300","8.069699","0.294637"
"2009-08-25","25 Aug 2009","3.489919","-2.566996","6.119121","-2.548875","8.060981","0.299480"
"2009-08-26","26 Aug 2009","3.483218","-2.528582","5.995476","-2.638512","8.185528","0.307478"
"2009-08-27","27 Aug 2009","3.483621","-2.537229","5.996905","-2.640544","8.189402","0.301266"
"2009-08-28","28 Aug 2009","3.521126","-2.574569","6.048131","-2.687718","8.172131","0.300493"
"2009-08-31","31 Aug 2009","3.505833","-2.546105","6.085644","-2.749845","8.110428","0.315097"
"2009-09-01","01 Sep 2009","3.463267","-2.639604","6.423901","-2.349878","7.945536","0.326723"
"2009-09-02","02 Sep 2009","3.436350","-2.697146","6.577189","-2.049931","8.013399","0.333452"
"2009-09-03","03 Sep 2009","3.499584","-2.780494","6.690331","-2.147994","7.972445","0.359178"
"2009-09-04","04 Sep 2009","3.433430","-2.744037","6.686974","-2.062114","7.935430","0.378178"
"2009-09-07","07 Sep 2009","3.499508","-2.828871","6.733997","-2.105855","7.972865","0.395381"
"2009-09-08","08 Sep 2009","3.537788","-2.863642","6.790330","-2.145053","7.941213","0.404157"
"2009-09-09","09 Sep 2009","3.636007","-2.948234","6.826964","-2.131495","8.040725","0.394428"
"2009-09-10","10 Sep 2009","3.566339","-3.006351","6.984740","-1.703847","8.075473","0.449239"
"2009-09-11","11 Sep 2009","3.498018","-2.928456","6.946043","-1.726645","8.047907","0.457380"
"2009-09-14","14 Sep 2009","3.438293","-2.851502","6.887058","-1.710653","8.025659","0.434055"
"2009-09-15","15 Sep 2009","3.463155","-2.864614","6.900525","-1.707793","8.023619","0.411091"
"2009-09-16","16 Sep 2009","3.488409","-2.866093","6.934808","-1.755393","7.989593","0.413064"
"2009-09-17","17 Sep 2009","3.481414","-2.821553","6.925886","-1.784639","7.934477","0.408003"
"2009-09-18","18 Sep 2009","3.582767","-2.859372","6.750833","-1.975762","8.162530","0.389974"
"2009-09-21","21 Sep 2009","3.630917","-2.998741","6.885954","-1.746498","8.152554","0.418935"
"2009-09-22","22 Sep 2009","3.608914","-2.977243","6.892398","-1.810377","8.116716","0.399342"
"2009-09-23","23 Sep 2009","3.569732","-2.859403","6.809472","-2.112082","8.060954","0.402513"
"2009-09-24","24 Sep 2009","3.592225","-2.965044","6.810622","-1.854661","8.134737","0.434419"
"2009-09-25","25 Sep 2009","3.438206","-2.849488","6.814788","-1.638755","8.070429","0.416710"
"2009-09-28","28 Sep 2009","3.354331","-2.808040","6.871852","-1.504291","7.957202","0.433443"
"2009-09-29","29 Sep 2009","3.326804","-2.764763","6.880460","-1.516070","7.904918","0.402295"
"2009-09-30","30 Sep 2009","3.270978","-2.697643","6.847944","-1.524889","7.880493","0.406104"
"2009-10-01","01 Oct 2009","3.341890","-2.758568","6.875466","-1.515788","7.947063","0.405878"
"2009-10-02","02 Oct 2009","1.835453","-1.191557","9.955925","-1.651325","10.241130","0.386777"
"2009-10-05","05 Oct 2009","1.813000","-1.165681","9.948987","-1.660371","10.218911","0.389965"
"2009-10-06","06 Oct 2009","1.809048","-1.169237","10.026815","-1.587048","10.141766","0.381408"
"2009-10-07","07 Oct 2009","1.757689","-1.194498","10.079129","-1.205646","10.029197","0.391811"
"2009-10-08","08 Oct 2009","1.775645","-1.238704","10.056827","-1.112395","10.137162","0.380795"
"2009-10-09","09 Oct 2009","1.851065","-1.134333","9.878078","-1.481711","10.279790","0.294065"
"2009-10-12","12 Oct 2009","1.860436","-1.164448","9.903781","-1.473820","10.274039","0.314766"
"2009-10-13","13 Oct 2009","1.861113","-1.279480","10.045120","-1.161814","10.105963","0.342638"
"2009-10-14","14 Oct 2009","1.912290","-1.301096","10.073388","-1.202956","10.106366","0.336225"
"2009-10-15","15 Oct 2009","1.945153","-1.283927","10.135481","-1.347303","9.985461","0.315341"
"2009-10-16","16 Oct 2009","1.981886","-1.222293","9.905814","-1.628038","10.209842","0.290588"
"2009-10-19","19 Oct 2009","2.004547","-1.268294","9.916247","-1.563845","10.259326","0.276231"
"2009-10-20","20 Oct 2009","1.960183","-1.307518","9.953499","-1.252022","10.286304","0.272392"
"2009-10-21","21 Oct 2009","2.084872","-1.355027","9.901455","-1.531927","10.528808","0.269632"
"2009-10-22","22 Oct 2009","2.060601","-1.326864","9.861387","-1.553335","10.558195","0.270546"
"2009-10-23","23 Oct 2009","2.102536","-1.334742","9.912855","-1.675581","10.508458","0.271980"
"2009-10-26","26 Oct 2009","2.135342","-1.355428","9.936458","-1.779071","10.491587","0.284201"
"2009-10-27","27 Oct 2009","2.094918","-1.380392","9.866889","-1.600258","10.577809","0.322082"
"2009-10-28","28 Oct 2009","2.060159","-1.347602","9.810092","-1.617095","10.600632","0.328594"
"2009-10-29","29 Oct 2009","2.081189","-1.258934","9.719596","-1.881224","10.554446","0.302359"
"2009-10-30","30 Oct 2009","2.029546","-1.242609","9.694411","-1.766484","10.536978","0.321829"
"2009-11-02","02 Nov 2009","2.051356","-1.354548","9.770443","-1.446501","10.544003","0.316166"
"2009-11-03","03 Nov 2009","2.075460","-1.439345","9.865911","-1.286944","10.488088","0.329963"
"2009-11-04","04 Nov 2009","2.138586","-1.425231","9.832676","-1.535102","10.487278","0.317111"
"2009-11-05","05 Nov 2009","2.153346","-1.428400","9.881873","-1.644641","10.400992","0.319139"
"2009-11-06","06 Nov 2009","2.188788","-1.426498","9.820418","-1.833480","10.406199","0.320370"
"2009-11-09","09 Nov 2009","2.178437","-1.514671","9.864504","-1.533047","10.386872","0.360168"
"2009-11-10","10 Nov 2009","2.136207","-1.509137","9.832920","-1.385928","10.385040","0.356328"
"2009-11-11","11 Nov 2009","2.129308","-1.486615","9.851264","-1.447832","10.311032","0.364426"
"2009-11-12","12 Nov 2009","2.132597","-1.480716","9.878604","-1.506853","10.240238","0.376647"
"2009-11-13","13 Nov 2009","2.122771","-1.531269","9.930155","-1.338455","10.114757","0.402375"
"2009-11-16","16 Nov 2009","2.128279","-1.496351","9.850748","-1.457458","10.147378","0.414524"
"2009-11-17","17 Nov 2009","2.062917","-1.488505","9.861838","-1.213645","10.053148","0.408915"
"2009-11-18","18 Nov 2009","2.034678","-1.451287","9.864829","-1.257758","9.973139","0.421834"
"2009-11-19","19 Nov 2009","2.010976","-1.456866","9.858195","-1.186906","9.885327","0.458137"
"2009-11-20","20 Nov 2009","2.067434","-1.443258","9.706610","-1.343123","9.899628","0.381228"
"2009-11-23","23 Nov 2009","2.085251","-1.458351","9.679367","-1.284528","9.942740","0.352570"
"2009-11-24","24 Nov 2009","2.121903","-1.601039","9.723239","-0.906943","9.970585","0.358404"
"2009-11-25","25 Nov 2009","2.194405","-1.589958","9.520271","-1.103563","10.183625","0.302234"
"2009-11-26","26 Nov 2009","2.205405","-1.758314","9.632002","-0.662888","10.146334","0.376776"
